仓储功能升级,仓储
中转单明细报表升级,仓储
库存保留量明细查询,仓储
大物流生成中转单,仓储
产地增加ERP事物处理类型字段,仓储
中转产地产品维护,仓储
仓储功能升级,仓储
仓储产品产地功能升级,仓储
CIMS_LMS传送带,仓储
仓储中转关联交易升级,仓储
ESB仓储信息升级,仓储
中转按入库单入库,仓储
仓储中转关联交易取值,仓储
仓储盘点单选择产品,仓储
仓储增加单据类型账户别名修改,仓储
仓储产品产地功能升级,仓储
仓储库存现有量新增客户与中心字段,仓储
仓储中转单红冲erp事务处理,仓储
仓储单据类型对应账户别名升级,仓储
仓储中转单红冲erp事务处理,仓储
仓储产地对应ERP事物处理类型升级,仓储
商用中转产品财务分类维护,仓储
财务仓维护界面样机仓显示问题修复,仓储
CCS客户款项接口升级,仓储
产品产地增加字段,仓储
中转红冲单保存时库存校验,仓储
仓储配置文件升级,仓储
样机（修订盘点增加门店账面数据）,仓储
调拨、中转A3重发,仓储
调拨、中转A3重发,仓储
仓储中转erp事务处理类型校验,仓储
仓储工单入库修改语句,仓储
库存保留量查询新增显示字段,仓储
批量传递APS,仓储
SO接口增加客户名称修正；去掉库存事务重推功能，增加成本接口自动修复功能。,仓储
中转单车间仓、结算仓功能的校验,仓储
中转单基础数据车间仓结算仓功能的修改,仓储
基础（产品引入时增加引入跨组织中转产品表）,仓储
中转产品财务分类维护校验,仓储
仓储中转车间仓、结算仓和财务仓之间的存货类型的限制,仓储
仓库库龄报表,仓储
仓库调拨明细报表,仓储
组织间转移子库转移增加原单发送不成功，红冲单不发送,仓储
仓储库龄报表,仓储
CIMS_LMS盘点单据类型,仓储
商用中转产品接口修改,仓储
仓储销售、大物流生成中转单过程,仓储
库存批量发送,仓储
商用产品增加导出功能,仓储
调拨单明细报表升级,仓储
调拨单明细报表升级,仓储
中转产品财务分类维护升级,仓储
库存批量发送,仓储
盘点单引入盘点数程序修改,仓储
中转单工单入库冰洗事业部财务仓不需入到一个仓库,仓储
1、调拨单新增发货门店、收货门店,仓储
盘点单事务升级,仓储
跟踪查询添加主体,仓储
跟踪查询,仓储
样机模块升级,仓储
推广物料采购单红冲,仓储
仓储调拨版本限制问题,仓储
中转工单打印，工单界面功能修改,仓储
中转工单打印，工单界面功能修改,仓储
物料生成中转单红冲处理,仓储
PO采购增加弹性域存储采购单号以及行ID以及ERP返回的PO接收号，PO接收行号记录到PO表上,仓储
跨事业部采购生成中转单功能的修改,仓储
工单入库的红冲单是否需要分仓信息根据分仓设置,仓储
工单信息同步功能的修改,仓储
商用中转产品维护升级,仓储
中转单发货状态可关闭单据,仓储
中转单发货状态可关闭单据,仓储
通过发货通知单生成调拨单时，把发货通知单头、行的备注信息回写到调拨上上以及中转单打印显示差异原因,仓储
中转单发货确认后关闭功能,仓储
仓储调拨单状态调整发货仓和收货仓对接系统限制去掉,仓储
通过发货通知单生成调拨单时，把发货通知单头、行的备注信息回写到调拨上上,仓储
中转差异处理红冲单显示差异原因,仓储
调拨单接收时A3不回写默认无差异接收,仓储
PO采购增加弹性域存储采购单号以及行ID,仓储
订单产地功能的维护,仓储
订单产地功能的维护,仓储
收发存报表升级,仓储
商用中转产品JOB,仓储
中转单红冲测试用,仓储
仓储需求升级,仓储
销售对账功能的开发,仓储
盘点单作废功能的修改,仓储
传送带入库,仓储
仓储实体,仓储
调拨红冲单、中转差异红冲单作废功能,仓储
销售对账功能的开发,仓储
ERP对账-销售对账,仓储
传送带入库,仓储
入库单入库,仓储
传送带入库升级,仓储
ERP对账-销售对账,仓储
盘点单门店可用量检查升级,仓储
到货签收提示,仓储
库存现有量报表支持多主体,仓储
中转单自动执行,仓储
销售单从提货订单引入登录号并显示,仓储
仓储中转校验营销组织成本以及红冲单不校验价格,仓储
库存对账以及账户余额对账,仓储
库存现有量报表支持多主体升级,仓储
中转入库订单属性顺序个性化,仓储
库存事物增加备注,仓储
库存事物增加备注,仓储
商用中转产品财务分类保存BUG修复,仓储
仓储升级,仓储
账户余额对账报表功能,仓储
调拨单添加日记记录，合同保存去掉校验,仓储
添加承运日期、财务单视图添加红冲单,仓储
库存对账以及账户余额对账,仓储
库存现有量导出功能优化,仓储
销售单对账,仓储
销售单对账,仓储
工单入库需求,仓储
工单020接口查询优化,仓储
库存现有量以及产品收发存报表,仓储
工单入库功能修改,仓储
工单入库需求,仓储
仓库需求,仓储
T+3提货订单计算入库完成日期,仓储
工单信息视图定时更新,仓储
中转校验产品是否匹配供应商,仓储
合同号回写销售单头,物流
提货订单齐套汇总,订单
信用三方铺底提交审核修改,信用
价格批文明细查询,基础数据
信用批量铺底录入,信用
中转单需求,仓储
提货订单齐套汇总,订单
提货订单齐套汇总转T+3优化,订单
"1、冰箱齐套产地控制
2、厨电特价机推广
3、批文选择修改
4、中心备货提货订单仓库地址选择",订单
信用铺底类型下拉框变更修改,信用
提货订单制单产品选择下拉框高度设置,订单
订单关闭数量推送门户,订单
提货订单齐套汇总预排优化,订单
提货订单齐套汇总预排优化,物流
提货订单齐套汇总,订单
提货订单齐套汇总,订单
提货订单评审，提货批量发货可以修改客户订单号已经评审意见，且要写到评审记录表,订单
账单明细增加发票号发票日期,财务
特价机控制,订单
提货订单批量关闭与批量驳回功能,订单
单张提货订单最大方数控制,订单
产地调整页面显示,订单
推广活动页面优化,工程机
增加齐套号显示，以及传物流发运接口表,订单
提货订单齐套汇总,订单
发货通知单添加提货订单号,物流
账单明细增加发票号发票日期,财务
甲方合同升级,工程机
订单关闭数量推送门户,订单
汇总预排优化,订单
汇总预排优化,订单
发货通知单重推前加锁,物流
增加5个动态分类处理,政策
价格申报行校验,工程机
"1、解决电商单据批量导入单据类型获取失败问题。
2、解决添加推广物料退货申请单后，无法通过CCS引入普通产品的退货申请单问题。",销售
汇总预排优化,订单
政策返利升级,政策
提货订单中心评审，总部评审查询页面，增加齐套号的查询条件,订单
发货通知单重推前加锁,物流
分配承运商添加齐套号显示,物流
订单可视生产承诺日期和预计到货日期,订单
信用订金配置、锁款,信用
后台导出升级,基础数据
提货批量发货页面增加齐套号查询条件,订单
订单管理-订单部分改动升级,订单
信用订金配置修改,信用
汇总预排优化,订单
中心备货提货订单按系统参数控制是否启用仓库地址,订单
批量发货界面增加承诺日期和预计到货日期,订单
"1、订金配置-订金比例修改；
2、订金配置-订单提货金额上限修改；
3、订金配置-账户，删除报错问题；
4、解决获取系统参数配置-订金比例、提货金额上限异常；
5、批量铺底录入，三方铺底，不校验信用额度。",信用
提货订单评审，提货批量发货评审的地址记录到评审明细,订单
提货订单送审默认订金比例,订单
汇总预排优化预排批量调整导入,订单
甲方合同升级,工程机
订金管理客户账户额度查询升级,信用
齐套补货功能,订单
订金管理,订单
信用模块三方铺底校验BUG升级,信用
订单可视若承诺日期为空默认周期最后一天+1,订单
汇总预排引APS掊加产品生命周期检查,订单
提货批量发货BUG修改,订单
客户账户额度查询升级,信用
提货订单齐套汇总,订单
推广项目升级,工程机
价格批文升级,基础数据
订单调整功能上挂,订单
齐套提货订单跟踪报表升级,订单
齐套提货订单跟踪报表升级,订单
提货订单齐套汇总,订单
齐套提货订单跟踪报表升级,订单
齐套补货页面,订单
提货订单评审查询页面加齐套号,订单
CCS提报的提货订单，行产地一致检查,订单
齐套提货订单跟踪报表升级,订单
汇总预排优化，特殊占用优先级,订单
样机调拨单自动红冲,仓储
订金管理,订单
推广活动升级,工程机
齐套提货订单跟踪报表升级,订单
客户主数据升级,客户
价格批文提示,基础数据
客户主数据升级,客户
样机调拨单自动红冲,仓储
齐套地址绑定,订单
工单入库升级,仓储
订金管理取消发货通知单,订单
工单信息同步升级,仓储
齐套地址绑定,订单
提货订单齐套汇总,订单
齐套地址绑定,订单
仓储升级,仓储
政策返利升级,政策
周排产接口,订单
退货申请升级,销售
提货订单齐套汇总,订单
退货申请升级,订单
价格批文类型后台表字段不允许为空升级,基础数据
退货申请升级,销售
齐套号查询,订单
信用订金配置导入升级,信用
双边关联交易接口多线程优化,仓储
提货订单制单及样机申请制单界面增加模糊查询功能,订单
月度任务及月预测修改,订单
月度任务执行统计,订单
部门用户权限,仓储
信用订金配置导入修改,信用
仓储需求,仓储
退货申请升级,订单
月度任务执行统计增加权限过滤,订单
修复样机门店调拨、场外销售无法审核的BUG,仓储
订金需求,订单
订金需求,订单
政策返利,政策
提货订单齐套汇总,订单
工单入库显示订单取消数量,仓储
物流升级恢复配置文件,物流
特殊占用优先级和T+3订单调拨,订单
中心汇总评审分中心标准,订单
退货申请升级,销售
提货订单齐套汇总,订单
齐套补货,订单
推广物料结算批预付款升级,推广物料
信用锁定到款查询优化,信用
制定发货计划批量发货功能优化,订单
"制定发货计划批量发货功能优化
提货汇总预排优化，增加查询条件",订单
月度执行任务统计增加按客户过滤销售任务版本,订单
调拨需求升级,仓储
提货订单齐套汇总,订单
提货订单批量发货明细显示增加评审日期显示，数据按评审日期排序,订单
政策返利,政策
齐套产地控制修改为按基地控制，增加型号数量检查控制,订单
提货订单齐套汇总,订单
发货通知单添加齐套号,物流
盘点批量导入,仓储
提货订单齐套检查,订单
政策返利查询,政策
汇总预排增加批量删增加预排确认后，不允许删除控制,订单
提货订单齐套检查，增加字段显示,订单
代理商提货订单下达铺底检查,订单
价格模块升级,基础数据
工单入库显示订单取消数量,仓储
政策返利查询,政策
排队订单处理,订单
调拨需求以及盘点批量导入,仓储
调拨查询界面增加漏斗查询,仓储
发货通知单添加齐套号,物流
计划订单汇总批量调整提货订单功能,订单
政策返利查询,政策
计划订单汇总批量调整提货订单功能,订单
调拨需求,仓储
政策返利查询,政策
信用订金升级,信用
订金管理-订单部分升级,订单
信用订金后台控制升级,信用
客户款项查询升级,信用
客户地址增加安得仓标识,客户
分配承运商撤消按钮优化,物流
齐套基地控制,订单
提货订单齐套汇总,订单
中转需求升级,仓储
计划订单汇总批量调整提货订单功能,订单
信用BO、DAO重新升级,信用
政策返利查询,政策
代理商铺底检查,订单
客户信用查询,信用
样机单据批量审批不能自动发货,仓储
客户地址增加安得仓标识,客户
样机单据批量审批不能自动发货,仓储
部门权限,基础数据
价格模块导入功能修改,基础数据
齐套号功能发布,物流
齐套补货,订单
调拨明细报表需求,仓储
信用模块代码被覆盖问题,信用
财务模块数据权限升级,财务
报表优化,订单
齐套号功能发布,物流
部门权限,基础数据
财务模块转款录入BUG修改升级,财务
财务对账单新增权限控制,财务
排队订单导入处理功能,订单
库存评审和发货评审,订单
用户部门权限,基础数据
提货订单齐套汇总,订单
供应商界面优化,物流
提货订单齐套汇总,订单
中心汇总评审产地控制,订单
部门权限,基础数据
提货订单汇总优先级计算优化,订单
政策返利,政策
信用和政策权限升级,信用
工程机甲方合同升级,工程机
政策报表升级,政策
政策发布升级,政策
政策自动计算升级,政策
中心备货提货订单地址选择,订单
仓储需求,仓储
中心汇总评审标准,订单
提货订单汇总优先级计算优化,订单
产品属性维护,订单
提货订单评审增加紧急程度条件,订单
"订金提示优化,退货批量导入调整为同步模式",销售
财务发票池修改升级,财务
部门权限,基础数据
中心汇总评审产地控制,订单
信用订金额度初始化BUG,信用
政策权限控制代码被覆盖,政策
仓储模块权限控制,仓储
部门权限,基础数据
政策BUG修改升级,政策
提货订单齐套补货,订单
提货订单齐套汇总,订单
工程机甲方合同升级,工程机
部门权限,基础数据
甲方合同附件增加水印,工程机
仓储模块权限控制,仓储
部门权限,基础数据
回写关闭意见,订单
电商开单接口异步模式,销售
修改日期查询格式问题,仓储
甲方合同附件增加水印升级,工程机
预排接口增加预计交货日期等字段,订单
部门用户权限,基础数据
调拨批量导入,仓储
电商关联交易升级,销售
甲方合同升级,工程机
内部关联交易单边模式,销售
测试问题修改,仓储
调拨批量导入,仓储
关联交易,财务
ESB Server配置文件升级,订单
跨事业部采购关联交易,仓储
制定发货需求计划下达增加客户校验和ERP标准成本校验,订单
特殊产品控制维护,订单
内部关联交易，热水器模式支持。,销售
升级订单配置文件,订单
单边关联交易升级,仓储
开票池增加接口生成错误信息显示,财务
制定发货需求计划下达增加客户校验和ERP标准成本校验,订单
电商异步回调接口,销售
提货订单齐套汇总,订单
通知单齐套号失效控制,物流
仓储调拨批量导入校验库存、工单同步更新入库标识,仓储
提货订单齐套汇总,订单
电商回调接口，添加日志信息。,销售
合同附件合法性检测,物流
ERP对账客户余额报表,财务
预算控制升级,政策
session共享,基础数据
工单界面需求,仓储
提货汇总优先级计算优化,订单
产能检查增加参数控制,订单
提货订单自动批量发货,订单
事业部客户结算不生成PO单据,销售
政策返利审核校验修改,政策
自动选择IE8模式,基础数据
返利结果查询保存时四舍五入保存两位小数,政策
调拨单制单快速查询修改,仓储
返利申请保存报错升级,政策
修改推广物料没有齐套号不能审批的问题,订单
工程机模块升级,工程机
订单评审界面增加可评审单据条件,订单
分配承运商增加紧急程度属性,物流
关联交易被覆盖，重新升级,财务
提货订单批量导入，增加基地检查,订单
销售管理添加PO接收信息,销售
政策模块升级,政策
中转反向销售,仓储
根据运输合同的签收信息，更新财务单的签收信息。,销售
提货订单齐套汇总,订单
客户信用推广物料Session,信用
仓库同步增加描述同步,仓储
发货通知单产品明细增加齐套号查询,物流
订单类型增加是否齐套控制,订单
提货订单齐套汇总,订单
多价格列表批量调整BUG修改,基础数据
修改提货订单批量发货确认BUG,订单
ERP对账客户余额报表升级,财务
修改BUG,订单
推广物料整体升级,推广物料
提货订单齐套汇总,订单
ERP客户余额对账报表,财务
erp库存对账报表,仓储
返利审核确认校验,政策
"1、预算申请导出
2、权限控制",政策
家用签收确认按钮显示,物流
推广物料升级,推广物料
内销每日配套产出情况报表,订单
折让单据设置内部客户标识以及PO签收信息,销售
推广物料升级,推广物料
"1、返利结果查询返利确认
2、返利申请录入金额控制2位小数",政策
发货通知单定时发送,物流
政策预算控制升级,政策
折让单据审核概念完善,销售
政策申请驳回相关场景释放预算,政策
自定义报表,基础数据
政策返利确认修改,政策
提货订单齐套汇总,订单
预排汇总,订单
推广物料升级,推广物料
关联交易升级,财务
内部关联交易：折让单，客户事业部标识。,销售
提货订单批量库存评审,订单
推广物料结算批预付款实体,推广物料
推广物料采购单升级,推广物料
政策删除前校验政策状态；修复返利兑现作废数据异常问题,政策
基础部门权限,基础数据
提货订单齐套汇总,订单
提货订单齐套汇总,订单
政策返利申请已转返利金额修改,政策
"1、排队订单处理优化
2、增加基地-产品维护
3、提货订单全程跟踪报表增加齐套号查询条件
4、制单页面增加长宽高显示",订单
财务报表升级,财务
推广物料升级,推广物料
政策报表升级,政策
提货订单全程跟踪报表增加齐套号查询条件,订单
库龄报表以及发货通知单明细报表,仓储
财务报表升级,财务
提货订单全程跟踪报表多主体查询,订单
家用产能可视升级，产能维护,订单
仓储模块升级,仓储
提货订单全程跟踪报表多主体查询,订单
家用T+3产能可视升级,订单
制单页面增加长宽高显示,订单
推广物料升级,推广物料
冰箱齐套产地调整功能修改,订单
提货订单全程跟踪报表多主体查询,订单
销售单升级,销售
销售退货申请信用强制到期升级,销售
价格申报调整升级,工程机
下达物流检查客户性质,订单
提货订单批量库存评审,订单
用户自定义报表升级,政策
客户款项查询升级,信用
排队订单处理,订单
通知单定时发送,物流
信用模块升级,信用
信用正式环境覆盖问题升级,信用
下达物流检查客户性质,订单
价格列表防重索引,基础数据
政策预算资源调整申请权限控制,政策
价格模块导入优化与价格列表名称修改升级,基础数据
库龄和发货通知单明细报表,仓储
排队订单处理,订单
提货订单报表多主体查询,订单
价格防重拆分,基础数据
排队订单处理,订单
产品仓库关系表（地台板）,仓储
增加销售明细（含提货来源）报表,销售
开发异步批量开退货单的功能。,销售
session共享,基础数据
齐套汇总查询错误中心订单的问题,订单
RMA批量发送,销售
中转地台板入库,仓储
推广物料erp引入以及价格批文批量删除,推广物料
解决电商退货单拉式没找到源单问题,销售
session共享,基础数据
政策模块预算资源申请查询BUG修改,政策
基础数据推广物料JOB改为异步线程,基础数据
1、 差异签收优化，解决短少数量大于实收数量无法签收问题。2、 销售单红冲后，不更新对应发货通知单的实发数量。,销售
信用批量铺底录入修改,信用
价格批文修改,基础数据
安得仓中转执行控制,仓储
ERP税控回写逆向流程,财务
CCS显示无业务往来的对账单,财务
批文无中心，提货订单选择修改,订单
核销重构升级,财务
财务对账CCS显示,财务
推广物料发货通知单直接发货,推广物料
排队订单处理,订单
推广物料发货通知单直接发货,推广物料
财务收款退款录入金额修改,财务
核销重构升级,财务
提货订单批量库存评审,订单
家用T+3产能可视升级,订单
家用T+3产能可视升级:产能数据维护，排队订单处理,订单
物流模块报表权限过滤,物流
商机登陆查询增加中心客户的条件过滤,工程机
财务退款增加工作流,财务
核销重构升级,财务
核销重构升级,财务
"1、解决自动审核功能，如果后台报错事务不完整问题
2、电商回调接口：推送结果为E的单据支持再次推送。",销售
下拉框显示无效选择过滤无效公共程序,基础数据
政策模块支付来源、折让项目快码修改,政策
价格列表行停用日期为空检查、停用升级,基础数据
session共享,基础数据
1.增加1个字段（备注），需要与EMS联调，建议增加一个输入框，然后通过弹出窗口进行编辑； 2.增加上存附件的功能； ,推广物料
解决配置文件覆盖问题,财务
"1、销售单、退货单可在扩展配置中控制开单是否可设置税率
2、人工红冲销售单不再回写和红冲对应发货通知单的实际发货数量。",销售
价格批文明细导出报表升级,基础数据
财务退款修改,财务
单边关联交易接口发送完善,仓储
自动审核功能自动过滤无产品行单据,销售
发货通知单产品明细增加来源订单号,物流
政策预算控制进度查询导出,政策
无法票折客户的开票控制修改,财务
"1、解决部分满足条件的财务单未自动审核的问题。
2、单据类型扩展配置不再展示‘是否有效’标识，屏蔽生效、失效功能。单据是否有效由仓库单据类型的生效、失效时间统一控制。",销售
跨事业部采购关联交易,仓储
样机产品收发存报表优化,仓储
推广物料结算批,仓储
推广物料结算批,推广物料
财务单推送大物流效率优化,物流
"1、解决退货申请审核后还可修改物流联系人、电话、提货地址等信息的问题。
2、关联订单、关联物流接口头行表添加制单时间信息列。",销售
"1、提货订单匹配计划订单评审、发货；
2、计划订单调整检查已匹配数量；
3、取消计划订单检查已匹配数量；",订单
税控发票,财务
JOB 配置文件恢复,基础数据
推广物料信用JOB异步测试,推广物料
"1、提货订单匹配计划订单评审、发货；
2、计划订单调整检查已匹配数量；
3、取消计划订单检查已匹配数量；",订单
权限修改,基础数据
工程机需求升级,销售
政策申请预算调整申请增加权限,政策
仓库信息导出,仓储
齐套汇总调整界面显示备注信息,订单
齐套汇总调整界面显示备注信息,订单
调拨单发送安得接口优化,物流
家用库存占比按数量统计,订单
销售明细升级,销售
物流通知单明细升级,物流
订单模块升级,订单
"1、退货申请开单，客户、营销中心关系调整：开单时需要根据账户，重新获取营销中心关系。
2、电商销售单、退货单校验中转组织与产品对应关系。",销售
"1、预约收货日期维护
2、提货订单导入优化与批量提交提货订单",订单
优化拒收生成调拨单发送程序,物流
预约收货日期维护,订单
成本引入ERP的日期改为价格生效日期,基础数据
"1、发票池支持发票池编码、财务单号多个查询
2、对账单部分功能优化",财务
销售客户明细报表修改,销售
盘存报表,仓储
铺底明细报表升级,信用
"1、提货汇总预排修改，增加转T+3订单时允许选择单据类型；
2、汇总查询页面增加产地查询；
3、拆分按钮是否显示，根据系统参数判断；
4、主体未设置预排时，汇总页面显示转T+3按钮，且隐藏汇总预排TAB页；",订单
ECM调用清空发票信息时，取消销售单税控信息CIMS开票,销售
盘存报表导出,仓储
预约收货日期维护,订单
物流全赔申请,订单
盘存报表,仓储
预约收货日期维护与提货订单导入修改,订单
"1、生活电器订单匹配；
2、家用产能可视；
3、热水器提货汇总；",订单
中转子库转移价格维护优化,仓储
修复不兼容IE10、IE11的问题,基础数据
推广物料结算批安装服务,推广物料
发货确认接口优化,物流
1、生活电器订单匹配；,订单
样机报表升级,仓储
合同拒收优化,物流
物流全赔申请,订单
1、生活电器订单匹配；,订单
冰箱预约收货日期,订单
财务应收发票折让单是否允许合并开票修改,财务
冰箱预约收货日期,订单
存货拉通需求,仓储
推广物料安装服务,推广物料
产品接收规则配置,基础数据
政策申请已驳回作废,政策
冰箱预约收货日期，导入优化,订单
中转子库转移发货界面,仓储
汇总预排优先,订单
存货拉通需求,仓储
订单匹配BUG修改,订单
库存保留量报表增加订单未下达数量&批量关闭,订单
提货订单价格批文引入支持多产品查询,订单
解决引供需OU配置校验未考虑同一供方对应多个需方的问题。,销售
非安得仓自动生成调拨单,仓储
热水器汇总预排功能优化,订单
冰箱产能可视,订单
存货拉通需求,仓储
政策营销门户修改,政策
商机登陆升级,工程机
热水器汇总预排功能优化,订单
工作流日志BO,基础数据
JS缓存功能升级,基础数据
接口状态处理优化,基础数据
接口状态处理优化,基础数据
团购功能,工程机
非安得仓自动生成调拨单,仓储
修复不兼容ie11的问题,基础数据
推广物料安装服务税率,推广物料
政策申请提交后自动计算仍可修改,政策
存货拉通需求,物流
生活电器订单匹配,订单
冰箱产能接口,订单
数据权限VPD控制问题,政策
存货拉通需求,物流
样机仓收货安得不用校验回写,仓储
存货拉通需求,物流
存货拉通需求,物流
中转增补、退货、返修关联订单时，把所有的前台校验挪到后台；根据供应商组织、财务仓存货类型校验车间仓是否有效,仓储
发货通知单明细、货通知单明细（销司），在此报表中添加 “原订单号”、“客户订单号”,物流
T+3提货订单批量发货，增加拆分功能。发货计划明细按钮增加匹配评审T+3订单功能，页面默认只显示未发货数据，增加显示所有评审数据选项。,订单
通知单发送上下样标记推广物料剔除,物流
冰箱产能可视,计划
销售单手工制单增加零成本检查,销售
调拨申请,订单
政策自动计算当天可重复计算,政策
销售单手工制单增加零成本检查,销售
调拨申请,物流
月度分配量,订单
铺底修改历史,信用
发货通知单明细报表增加原订单号、客户订单号,物流
冰箱产能可视,计划
解决批量导入电商销售红冲单报错的问题。,销售
冰箱产能可视,计划
推广物料发放红冲功能,推广物料
设计师明细报表,工程机
冰箱产能可视,计划
冰箱产能可视,计划
财务预算项目默认值初始化,财务
物流模块升级,物流
4A权限清理,基础数据
ECM电商代码升级,财务
4A权限清理,基础数据
ECM电商配置文件,财务
推广物料差异签收,物流
设计师明细报表,工程机
ECM电商配置文件,财务
推广物料差异签收方案修改,推广物料
ECM电商配置文件,财务
客户产品NC接口,客户
NC会计周期、组织单元接口,基础数据
销司版本初始化,销售
销司版本初始化,政策
销司变革升级,订单
公共模块升级,基础数据
信用模块升级,信用
销司版本初始化,订单
工程机模块升级,工程机
财务模块升级,财务
工程机脚本升级,工程机
仓储物流ESB模块升级,仓储
hessionserver模块升级,基础数据
订单模块升级,财务
处理返回单号为空的情况,销售
订单模块升级,订单
例外客户增加主体配置,订单
实体更新,订单
NC配置文件升级,基础数据
财务模块修改,财务
工程机模块升级,工程机
订单模块升级,订单
销售模块更新,销售
样机模块升级,仓储
仓储模块升级,仓储
盘点接口升级,仓储
财务模块修改,财务
异常代码文件升级,销售
客户产品NC接口升级,基础数据
工程机模块升级,工程机
解决退货申请审核报错,销售
JS缓存功能,基础数据
物流接口升级,物流
盘点单日志完善,仓储
财务升级,财务
订单升级,财务
工程机模块升级,工程机
日志表包体更改,物流
财务模块升级,财务
中心参数模块升级,基础数据
财务模块接口修改,财务
推广物料及产品客户NCJOB升级,推广物料
中心参数模块升级,基础数据
订单模块升级,订单
团购功能升级,工程机
结算批OU名称字段更改,推广物料
调拨申请页面升级,订单
折扣类型款项查询效率优化,信用
价格批文升级,基础数据
财务模块升级,财务
调拨申请页面升级,订单
发货通知单明细、货通知单明细（销司），在此报表中添加 “原订单号”、“客户订单号”,物流
工程机升级,工程机
推广物料结算批创建时间以及多价格列表批量调整工作流、后台回写升级,推广物料
物流全赔调账自提控制,订单
盘点录入成本,仓储
调账申请完善，价格批文类型数据原调整。,销售
配置文件被覆盖,订单
客户ESB增加线程日志,客户
NC配置文件升级,基础数据
工程机模块升级,工程机
价格批文类型从政策类型获取,订单
调账申请制单、已审核状态允许直接作废。,销售
工程核销升级,工程机
增加常用意见,订单
推广物料发放发货确认BUG,推广物料
推广物料编译错误,推广物料
中心评审列表页增加结转总部功能处理,订单
工程机驳回CCS修改,工程机
账户配置权限过滤,客户
折扣类型根据系统参数解决是否可以编辑,销售
优化齐套提示信息,订单
订单基础公用函数,订单
解决折让到款类型单据提示折扣率不为0的问题。,销售
盘点单升级,仓储
团购编码升级,工程机
上传最新的配置文件,订单
提货订单齐套结转,订单
齐套锁款问题修复,订单
升级CCS接口提示信息,订单
销售转采购生成客户销售单地址,销售
财务模块升级,财务
来自CCS或ECM的退货申请审核时可以编辑折扣类型。,销售
申报调整升级,工程机
暂停资金项目更新,财务
齐套页面禁止修改折扣类型,订单
转采购回写提货订单信息,订单
团购申报升级,工程机
转采购回写提货订单评审明细,订单
价格申报升级,工程机
退货申请已提交可以修改价格、折扣、月返,销售
齐套缺陷修复,订单
中心评审折扣率修改，控制齐套好不允许中心发货。,订单
财务升级,财务
推广物料升级,推广物料
财务升级,财务
价格申报升级,工程机
政策权限过滤升级,政策
财务模块BUG升级,财务
修正二次发运多行同时评审报错问题,订单
推广物料接口升级,仓储
财务模块界面调整升级,财务
订单评审页面优化，增加FORM显示与隐藏行功能,订单
工程机升级,工程机
物流模块升级,物流
齐套转总部提货订单增加主收货地址处理，有录入主收货地址时总部订单使用主收货地址，否则取客户默认收货地址,订单
团购安装升级,工程机
商机登陆下拉树升级,工程机
订单模块升级,订单
推广物料发放升级,推广物料
客户产品NC升级,基础数据
退款增加退款类型,基础数据
接口处理结果标识同一为String,销售
接口数据添加乐观锁,销售
销售转采购调整,销售
推广物料发放单升级,推广物料
NC客户银行联行号,客户
提货订单库存评审、计划订单库存评审增加客户OU组织过滤仓库功能。,订单
推广物料发放红冲并发多人操作检查控制,推广物料
人工推送接口界面更新,销售
推广物料发放单删除事务控制,推广物料
调账申请在销售/退货管理添加入口，方便业务操作。,销售
推广物料发放单增加来源系统来源单号查询,推广物料
NC接口不使用嵌套事务,基础数据
调拨单接收升级,仓储
推广物料发放单权限过滤查询BUG,推广物料
退款单界面调整,财务
ECM电商增加回单号,财务
家用7月版本更新，允许手工修改计划订单行产地，计划订单汇总增加按中心产品分解；,订单
工程机升级,工程机
